workerid,trial_type,story,scenario,topic,slide_number,response,block,qud,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,"""distributiveFiller""","""Tim and his friend are swapping roommate stories, since they both live in communal living spaces. His friend asks for an update on his roommates.""","""Ben and Connor ordered coffee before going to work.""","""roommate""",9,"""exhaustive""","""qud_assessment""",NA,"""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""distributiveFiller""","""Tim and his friend are swapping roommate stories, since they both live in communal living spaces. His friend asks for an update on his roommates.""","""Ben and Connor ordered coffee before going to work.""","""roommate""",9,1,"""exhaustivity""",NA,"""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""pronounFiller""","""Brian and his friend are discussing their friends, who competed in a co-ed wrestling tournament last weekend. His friend asks how it went. ""","""Fiona defeated Amanda and so James congratulated her after the match.""","""wrestling""",10,"""polar""","""qud_assessment""",NA,"""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""pronounFiller""","""Brian and his friend are discussing their friends, who competed in a co-ed wrestling tournament last weekend. His friend asks how it went. ""","""Fiona defeated Amanda and so James congratulated her after the match.""","""wrestling""",10,0,"""exhaustivity""",NA,"""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""critical""","""When they last saw each other, Zach and his friend made a list of classic karaoke ballads and decided that the next time they each went to karaoke, they would sing a song from that list. They are having a glass of wine at Zach&quotechars place today.  Upon arriving at Zach&quotechars, his friend asks him what he sang at karaoke the other night.""","""I sang a ballad at karaoke.""","""ballad""",11,"""exhaustive""","""qud_assessment""","""polar""","""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""critical""","""When they last saw each other, Zach and his friend made a list of classic karaoke ballads and decided that the next time they each went to karaoke, they would sing a song from that list. They are having a glass of wine at Zach&quotechars place today.  Upon arriving at Zach&quotechars, his friend asks him what he sang at karaoke the other night.""","""I sang a ballad at karaoke.""","""ballad""",11,0.85,"""exhaustivity""","""polar""","""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""critical""","""Corey and his friend both really enjoy giving their loved ones birthday gifts, and they are going to work out together today. At the gym entrance, his friend asks what he bought his sister for his birthday.""","""I gave my sister a perfume as a birthday gift.""","""perfume""",12,"""exhaustive""","""qud_assessment""","""exhaustive""","""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""critical""","""Corey and his friend both really enjoy giving their loved ones birthday gifts, and they are going to work out together today. At the gym entrance, his friend asks what he bought his sister for his birthday.""","""I gave my sister a perfume as a birthday gift.""","""perfume""",12,0.05,"""exhaustivity""","""exhaustive""","""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""critical""","""Samuel and his friend agreed to go to the gym after work more often as part of the health kick they started together last week. They are meeting at happy hour today. At the bar, his friend asks where he went after work yesterday.""","""I went to the gym after work.""","""gym""",13,"""polar""","""qud_assessment""","""polar""","""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""critical""","""Samuel and his friend agreed to go to the gym after work more often as part of the health kick they started together last week. They are meeting at happy hour today. At the bar, his friend asks where he went after work yesterday.""","""I went to the gym after work.""","""gym""",13,0.33,"""exhaustivity""","""polar""","""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""pronounFiller""","""Jenna and her friend work at the same company, and are trading gossip about their respective teams. Her friend asks what&quotechars new on her team.""","""Bob defied Scott, and Caroline punished him.""","""company""",14,"""exhaustive""","""qud_assessment""",NA,"""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
0,"""pronounFiller""","""Jenna and her friend work at the same company, and are trading gossip about their respective teams. Her friend asks what&quotechars new on her team.""","""Bob defied Scott, and Caroline punished him.""","""company""",14,0.88,"""exhaustivity""",NA,"""English""","""2""","""Female""","""44""","""Yes.""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3XDD1E7DURAB1SDDS89U8L09MOE3PR""","""Language study""","""A 15-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$3.00""","""Fri Dec 14 16:03:23 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sun Jan 13 16:03:23 PST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=31KSVEGZ3439ECMXLSJ4XXIWZ5AWRK""","""3YT88D1N099TNU58BQ47G8H9BAE3KQ""",0,"""Approved""","""Sat Dec 15 09:08:22 PST 2018""","""Fri Dec 14 16:03:29 PST 2018""","""Fri Dec 14 16:28:22 PST 2018""","""Sat Dec 15 09:08:34 PST 2018""","""""","""""","""""","""""","""[]""","""23.703416666666666"""
