workerid,trial_type,story,scenario,topic,slide_number,response,block,qud,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,"""critical""","""Sean and his friend agreed to add kale to their morning breakfast smoothies more often as part of the healthy eating bender they started together last week. They have plans to go for a walk this morning before work. Upon meeting, his friend asks what he added to his breakfast smoothie.""","""I added kale to a breakfast smoothie.""","""kale""",14,0.76,"""exhaustivity""","""polar""","""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""pronounFiller""","""Ariana and her friend go to concerts often and are chatting about the shows they have been to recently. Her friend asks what happened at the crowded concert she went to last weekend.""","""Jane bumped Bonnie and she poked Steven.""","""concert""",15,0.89,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""critical""","""Sarah and her friend agreed to go to the gym after work more often as part of the health kick they started together last week. They are meeting at happy hour today. At the bar, her friend asks where she went after work yesterday.""","""I went to the gym after work.""","""gym""",16,0.1,"""exhaustivity""","""polar""","""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""critical""","""Carlos and his friend decided to put bell peppers more often into their meals when they met up last week. They intend to watch a movie at Carlos&quotechars house together today. At Carlos&quotechars, his friend asks what he put on his pizza.""","""I put bell peppers on a pizza.""","""bell peppers""",17,0.91,"""exhaustivity""","""polar""","""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""pronounFiller""","""Vincent and his friend are discussing his favorite television show. His friend asks what happened on the last episode of the show.""","""Samuel threatened Justin with a knife, and he alerted security with a shout.""","""television show""",18,0.93,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""distributiveFiller""","""Tim and his friend are swapping roommate stories, since they both live in communal living spaces. His friend asks for an update on his roommates.""","""Ben and Connor ordered coffee before going to work.""","""roommate""",19,0.52,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""distributiveFiller""","""Edward and his friend are sharing their experiences from their recent service trips. His friend asks what happened during the trip.""","""The missionaries built a school in India.""","""missionaries""",20,0.76,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""pronounFiller""","""Chris and his friend are musicians, and they are discussing the dynamics in their respective bands. His friend asks him whether there is any drama in his band.""","""Richard respects Harry, and Dennis absolutely worships him.""","""band""",21,0.77,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""distributiveFiller""","""William and his friend are hanging out and telling each other about their wives. His friend asks what his wife has been up to.""","""Caroline and her coworker saw a movie after work.""","""wives""",22,0.92,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""distributiveFiller""","""Samantha and her friend are mothers, and are discussing how their children&quotechars day was. Her friend asks about her kids&quotechar morning.""","""When Laura and Kara stepped outside, they saw a rainbow.""","""rainbow""",23,0.22,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""filler""","""Brooke and her friend bonded over their love of baking the last time they had dinner together. They are having dinner again tonight. At the restaurant, her friend asks what new baked goods she has made since they last met up.""","""I baked muffins.""","""baking""",24,1,"""exhaustivity""","""exhaustive""","""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""distributiveFiller""","""Kim and her friend are going over Kim&quotechars recent move. Her friend asks her about the details. ""","""The movers carried a piano into the house.""","""moving""",25,0.82,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
0,"""distributiveFiller""","""Robert and his friend are chatting about Robert&quotechars work at a nonprofit organization. His friend asks about the beach cleanup they held last week.""","""The volunteers wore shorts, since it was very hot that day.""","""volunteers""",26,0.03,"""exhaustivity""",NA,"""English""","""2""","""Male""","""29""","""Yes""","""Yes""","""3""","""Windows""",576,1024,"""Firefox""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3ND9UOO81LD1YYPE6ARA055LTC6WLY""",0,"""Submitted""","""Fri Oct 19 04:42:14 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:02:14 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""8.106316666666666"""
